,State name,District name,Population,Literate,Male_Literate,Female_Literate,Households_with_Internet,Rural_Households,Urban_Households,Households,Workers,Male_Workers,Female_Workers,literacy_rate,internet_rate,rural_rate,urban_rate,activity_rate,female_activity,male_activity,male_literate,female_literate
36,PUNJAB,Jalandhar,2193590,1622537,882581,739956,39082,330339,377791,708130,774472,639484,134988,73.96719532820627,5.519043113552597,46.6494852640052,53.3505147359948,35.30614198642408,17.42968112468882,82.57031887531117,54.39512319287634,45.60487680712366
37,PUNJAB,Hoshiarpur,1586625,1199699,637927,561772,13747,422673,128592,551265,499822,412506,87316,75.61326715512487,2.4937189917734663,76.67328780169247,23.32671219830753,31.502213818640197,17.469419113204303,82.5305808867957,53.17392112521557,46.82607887478443
38,PUNJAB,Shahid Bhagat Singh Nagar,612310,438459,239155,199304,5264,183168,48383,231551,204329,170252,34077,71.6073557511718,2.2733652629442327,79.10481924068564,20.895180759314364,33.370188303310414,16.677515183845664,83.32248481615434,54.54443859060938,45.45556140939062
39,PUNJAB,Fatehgarh Sahib,600163,426033,238696,187337,5138,117559,57337,174896,214783,182777,32006,70.98621541147988,2.937745860397036,67.21651724453389,32.7834827554661,35.78744441093503,14.901551798792271,85.09844820120773,56.027584717615774,43.97241528238423
40,PUNJAB,Ludhiana,3498739,2560225,1428348,1131877,58589,395032,641789,1036821,1284822,1053600,231222,73.17564985556224,5.650830760565228,38.10030853927534,61.89969146072466,36.722430567127184,17.99642285079178,82.00357714920821,55.78994033727505,44.21005966272495
41,PUNJAB,Moga,995746,627889,348549,279340,7897,214295,74144,288439,359172,292379,66793,63.057145095235136,2.7378405832775736,74.29473822888029,25.70526177111972,36.07064452179572,18.596382791531635,81.40361720846838,55.511244821935094,44.48875517806491
42,PUNJAB,Firozpur,2029074,1227511,707070,520441,10042,348522,153868,502390,756695,596406,160289,60.49611793359927,1.998845518421943,69.37279802543841,30.627201974561597,37.29262708013606,21.18277509432466,78.81722490567535,57.6019278034983,42.3980721965017
43,PUNJAB,Muktsar,901896,524848,300401,224447,4571,149507,74650,224157,335326,272699,62627,58.19384940170485,2.039195742269927,66.69744866321373,33.302551336786266,37.18011832849907,18.676452168934112,81.3235478310659,57.23580922476603,42.76419077523397
44,PUNJAB,Faridkot,617508,381285,215767,165518,4348,99946,58917,158863,221555,185049,36506,61.745758759400694,2.7369494470077993,62.913327835934105,37.086672164065895,35.878887399029644,16.477172711064973,83.52282728893503,56.5894278558034,43.4105721441966
45,PUNJAB,Bathinda,1388525,844868,488261,356607,11284,218159,137563,355722,549986,432988,116998,60.84643776669487,3.1721400419428654,61.328509341564484,38.67149065843552,39.609369654849566,21.27290512849418,78.72709487150583,57.791394632060864,42.208605367939136
46,PUNJAB,Mansa,769751,423560,244037,179523,2673,145603,50786,196389,328512,230739,97773,55.025586196055606,1.3610741945831997,74.14009949640764,25.85990050359236,42.67769707346921,29.762383109292813,70.23761689070719,57.61568608933799,42.38431391066201
47,PUNJAB,Patiala,1895686,1266791,711052,555739,24274,299279,218090,517369,660267,549661,110606,66.82493830729351,4.691815706004805,57.84633404784593,42.15366595215407,34.829977116463375,16.75170802114902,83.24829197885097,56.13017459075728,43.86982540924272
48,PUNJAB,Amritsar,2490656,1684770,932981,751789,29961,275477,385476,660953,917856,735195,182661,67.6436248120977,4.533000077161311,41.678757793670655,58.32124220632935,36.851977952796375,19.90083411777011,80.0991658822299,55.37735121114454,44.62264878885545
49,PUNJAB,Tarn Taran,1119627,666162,376427,289735,4300,222717,44457,267174,380702,313639,67063,59.498565147142756,1.6094380441210598,83.36028206337444,16.63971793662557,34.00257407154347,17.615615363197463,82.38438463680254,56.506825667029936,43.49317433297006
50,PUNJAB,Rupnagar,684627,502731,278534,224197,6600,148162,60537,208699,233676,186910,46766,73.43137211941685,3.162449269042976,70.99315281817354,29.006847181826455,34.13187034691884,20.013180643283864,79.98681935671613,55.404182355971685,44.595817644028315
51,PUNJAB,Sahibzada Ajit Singh Nagar,994628,736575,409944,326631,25944,117293,174042,291335,355995,283367,72628,74.05532520701207,8.905212212744779,40.26052482537285,59.739475174627145,35.791773406741015,20.401410132164777,79.59858986783523,55.655432237043065,44.34456776295693
52,PUNJAB,Sangrur,1655169,1002077,570413,431664,10736,292156,156788,448944,568758,485129,83629,60.54227695177955,2.391389571973342,65.07626786414342,34.92373213585659,34.36253337272508,14.703793177414648,85.29620682258535,56.92307078198582,43.076929218014186
53,PUNJAB,Barnala,595527,359831,201999,157832,3501,102577,54222,156799,209331,178163,31168,60.42228144147956,2.2327948520079848,65.41942231774436,34.58057768225562,35.15054733034774,14.889337938480207,85.11066206151979,56.13718662372058,43.86281337627942
54,CHANDIGARH,Chandigarh,1055450,805438,465346,340092,44283,8911,289456,298367,404136,328159,75977,76.31228385996495,14.841788803721592,2.986590340084527,97.01340965991547,38.290397460798715,18.799859453253358,81.20014054674664,57.77552089670465,42.22447910329535
55,UTTARAKHAND,Uttarkashi,330086,215126,128237,86889,602,112148,9061,121209,157276,84265,73011,65.17271256581618,0.49666278906681843,92.52448250542452,7.475517494575485,47.646976848457676,46.42221317937892,53.57778682062108,59.610181939886395,40.389818060113605
56,UTTARAKHAND,Chamoli,391605,280556,155395,125161,899,163434,22906,186340,180940,93832,87108,71.6425990475096,0.48245143286465597,87.70741655039176,12.292583449608244,46.20472159446381,48.1419255001658,51.858074499834196,55.388229087953924,44.611770912046076
57,UTTARAKHAND,Rudraprayag,242285,170933,91803,79130,418,112705,4454,117159,113032,52339,60693,70.55038487731392,0.35678010225420154,96.19832876688945,3.8016712331105587,46.652496027405746,53.69541368815911,46.30458631184089,53.70700800898598,46.29299199101402
58,UTTARAKHAND,Tehri Garhwal,618931,407994,227406,180588,1366,227059,27177,254236,280442,140821,139621,65.91914122898999,0.5372960556333486,89.31032583898426,10.68967416101575,45.31070507051675,49.78605201788605,50.21394798211395,55.737584376240825,44.262415623759175
59,UTTARAKHAND,Dehradun,1696694,1259506,702216,557290,25862,228245,269393,497638,582768,458834,123934,74.23294948882946,5.196950393659648,45.86566942235118,54.13433057764882,34.347265918309375,21.266438788677483,78.73356121132251,55.75328739998062,44.24671260001937
60,UTTARAKHAND,Garhwal,687271,494889,262148,232741,2633,279682,36780,316462,274152,147373,126779,72.00783970224263,0.8320114263323874,88.37775151518981,11.622248484810182,39.889941522339804,46.24405439318334,53.75594560681666,52.971070280406316,47.028929719593684
61,UTTARAKHAND,Pithoragarh,483439,345550,189623,155927,1344,183687,26256,209943,216490,113539,102951,71.47747699296086,0.6401737614495363,87.49374830311083,12.506251696889157,44.78124437622947,47.55462146057555,52.44537853942446,54.875705397192874,45.12429460280712
62,UTTARAKHAND,Bageshwar,259898,179483,97546,81937,435,96031,3880,99911,123638,58708,64930,69.0590154599112,0.43538749487043465,96.11654372391428,3.8834562760857163,47.57173968249082,52.516216697131945,47.48378330286805,54.348322682371034,45.651677317628966
63,UTTARAKHAND,Almora,622506,436497,231604,204893,1830,260056,21082,281138,298211,142460,155751,70.11932415109253,0.6509258798170293,92.50119158562698,7.498808414373012,47.90491979193775,52.22845569076928,47.77154430923071,53.059700295763776,46.940299704236224
64,UTTARAKHAND,Champawat,259648,177726,102015,75711,548,85202,12839,98041,99566,60427,39139,68.44882302193739,0.5589498271131466,86.90445833885823,13.095541661141768,38.34653068770027,39.309603679971076,60.690396320028924,57.40015529522974,42.59984470477026
65,UTTARAKHAND,Nainital,954605,696500,385779,310721,7265,193086,105577,298663,376181,256935,119246,72.96211522043149,2.4325075419452693,64.65012405286225,35.34987594713775,39.40697985030457,31.69910229384259,68.3008977061574,55.388226848528355,44.611773151471645
66,UTTARAKHAND,Udham Singh Nagar,1648902,1037839,598525,439314,7883,269406,145253,414659,591458,444578,146880,62.94121785284996,1.9010801646654238,64.97049382745821,35.02950617254177,35.86980912146386,24.83354692979045,75.16645307020954,57.67031302543073,42.32968697456928
67,UTTARAKHAND,Hardwar,1890422,1178354,691411,486943,11947,301828,186183,488011,578121,497810,80311,62.3328547805728,2.4481005551104382,61.84860587158896,38.15139412841104,30.581584429296736,13.8917285481759,86.10827145182411,58.67600059065442,41.32399940934558
68,HARYANA,Panchkula,561293,405318,229862,175456,18615,70895,93656,164551,211479,164865,46614,72.2114831291322,11.312602171971,43.08390711694246,56.91609288305754,37.67711337928675,22.041904869987093,77.95809513001291,56.71152033711802,43.28847966288198
69,HARYANA,Ambala,1128350,818025,461288,356737,12899,175365,139891,315256,372139,320120,52019,72.49745203172775,4.091595401832162,55.62622122973075,44.37377877026924,32.98081269109762,13.978379046539063,86.02162095346094,56.3904526145289,43.6095473854711
70,HARYANA,Yamunanagar,1214205,832457,474793,357664,8079,214464,143259,357723,389233,342343,46890,68.55983956580644,2.258451371591986,59.95253310522387,40.04746689477612,32.05661317487574,12.04676890191736,87.95323109808264,57.03513815127989,42.96486184872011
71,HARYANA,Kurukshetra,964655,646893,370828,276065,7356,203553,88268,291821,336780,268556,68224,67.05951868802836,2.5207233201174692,69.75269086186395,30.247309138136046,34.9119633444081,20.257735019894294,79.7422649801057,57.32447251709324,42.67552748290676
72,HARYANA,Kaithal,1074304,646529,385782,260747,3724,231091,75696,306787,373899,292696,81203,60.18119638389133,1.213871513460479,75.32620352231353,24.673796477686473,34.803835785773856,21.71789707915774,78.28210292084225,59.669713191519634,40.330286808480366
73,HARYANA,Karnal,1505324,978013,564516,413497,11163,292682,135920,428602,516062,411646,104416,64.97026553751883,2.6045142113195925,68.28759548485542,31.712404515144588,34.2824534784538,20.233227790459285,79.76677220954072,57.72070514400115,42.27929485599884
74,HARYANA,Panipat,1205437,786599,464136,322463,10024,173502,153804,327306,412318,328667,83651,65.25426048810515,3.062577526840327,53.00911074040806,46.99088925959194,34.20485682785579,20.287981606429987,79.71201839357002,59.00541444878521,40.99458555121478
75,HARYANA,Sonipat,1450001,998316,589881,408435,9029,283858,133576,417434,523179,391085,132094,68.84933182804701,2.1629766621789313,68.00068992942597,31.999310070574033,36.08128546118244,25.248337567065953,74.75166243293404,59.08760352433497,40.91239647566502
76,HARYANA,Jind,1334152,832758,502049,330709,5263,278335,89665,368000,523422,368277,155145,62.41852502563427,1.4301630434782608,75.63451086956522,24.365489130434785,39.23256120741864,29.64051950433875,70.35948049566124,60.28750249172028,39.71249750827972
77,HARYANA,Fatehabad,942011,557578,327471,230107,3210,203020,55360,258380,369083,263498,105585,59.19017930788494,1.2423562195216347,78.5741930489976,21.4258069510024,39.18032804287848,28.607386414437947,71.39261358556206,58.730975755858374,41.269024244141626
78,HARYANA,Sirsa,1295189,782897,456968,325929,6287,245476,93316,338792,502003,369462,132541,60.446544867196984,1.8557108786512078,72.45625634607666,27.543743653923354,38.759053697954506,26.402431857976943,73.59756814202305,58.36885311860948,41.63114688139053
79,HARYANA,Hisar,1743931,1114311,670200,444111,10132,302013,154113,456126,691621,488321,203300,63.89650737328484,2.2213160398661773,66.21262545875481,33.78737454124518,39.65873649817567,29.394711843625338,70.60528815637466,60.14478902209527,39.85521097790473
80,HARYANA,Bhiwani,1634445,1069871,643158,426713,5292,357047,99235,456282,623006,430678,192328,65.45775477302693,1.1598090654463686,78.25138839577279,21.74861160422721,38.11728140133195,30.87097074506506,69.12902925493495,60.115471865299654,39.88452813470035
81,HARYANA,Rohtak,1061204,747582,436025,311557,8482,175203,131739,306942,345967,272646,73321,70.44658708410448,2.7633885229131234,57.080164982309356,42.91983501769064,32.60136599560499,21.193061766006586,78.80693823399342,58.324705517254294,41.675294482745706
82,HARYANA,Jhajjar,958405,676091,399480,276611,5034,211816,78328,290144,326534,250020,76514,70.5433506711672,1.7350005514503144,73.00374986213743,26.996250137862575,34.070565157736034,23.432169391242567,76.56783060875743,59.08672057459721,40.91327942540279
83,HARYANA,Mahendragarh,922088,630255,380440,249815,2624,223726,44216,267942,338584,232935,105649,68.35085154562255,0.9793164192250561,83.49792119189974,16.502078808100258,36.71927191330979,31.203187392198096,68.79681260780191,60.36286899746928,39.63713100253072
84,HARYANA,Rewari,900332,636947,375453,261494,5121,199449,69305,268754,337727,235326,102401,70.74579155244955,1.9054600117579645,74.21247683755404,25.787523162445954,37.51138468920354,30.320643596751225,69.67935640324879,58.94572075855605,41.05427924144395
85,HARYANA,Gurgaon,1514432,1111116,638666,472450,67087,141703,381988,523691,544716,432456,112260,73.3684972319655,12.810416829771754,27.058513512739385,72.94148648726062,35.96833664370536,20.608904456634285,79.39109554336572,57.47968708937681,42.52031291062319
86,HARYANA,Mewat,1089263,454897,308435,146462,935,187398,36237,223635,289964,224642,65322,41.76190690402593,0.41809198023565186,83.79636461197934,16.20363538802066,26.62020099828967,22.527624118856135,77.47237588114386,67.8032609579751,32.196739042024895
87,HARYANA,Faridabad,1809733,1272739,734940,537799,43437,87700,382981,470681,579229,476933,102296,70.32744609287668,9.228543323397375,18.63257705324838,81.36742294675162,32.006323584749794,17.66071795438419,82.33928204561582,57.7447536376272,42.25524636237281
88,HARYANA,Palwal,1042708,599796,379696,220100,4283,186069,63090,249159,309563,241464,68099,57.522911495835835,1.7189826576603693,74.67881954896272,25.32118045103729,29.688369131146974,21.99843004493431,78.00156995506569,63.304190091297706,36.695809908702294
89,NCT OF DELHI,North West,3656539,2707855,1541952,1165903,114044,67592,959275,1026867,1188545,1022419,166126,74.05513793234532,11.106014702975166,6.582351950155181,93.41764804984481,32.504644419217186,13.977257907777998,86.022742092222,56.94366943577111,43.05633056422889
90,NCT OF DELHI,North,887978,681517,381615,299902,21418,4512,296559,301071,296446,257575,38871,76.7493113568129,7.1139365797436485,1.4986498201420928,98.50135017985791,33.38438564919401,13.112337491482428,86.88766250851756,55.99493482921189,44.00506517078811
91,NCT OF DELHI,North East,2241624,1611588,912481,699107,30390,5326,482255,487581,661386,594353,67033,71.89376987398421,6.232810548401189,1.0923313254618208,98.90766867453817,29.50476975621246,10.135231166066411,89.86476883393358,56.61999220644483,43.38000779355517
92,NCT OF DELHI,East,1709346,1352998,748382,604616,80037,1086,461132,462218,579692,486951,92741,79.15296259505097,17.315855289062736,0.23495406929197912,99.76504593070801,33.91308722751275,15.998323247517648,84.00167675248235,55.31286816388494,44.68713183611506
93,NCT OF DELHI,New Delhi,142004,114179,65678,48501,7366,0,52664,52664,59541,46940,12601,80.40548153573138,13.986784140969164,0.0,100.0,41.92910058871581,21.1635679615727,78.8364320384273,57.52196113120627,42.47803886879374
94,NCT OF DELHI,Central,582320,442360,240518,201842,19724,0,194897,194897,207374,177621,29753,75.96510509685397,10.120217345572277,0.0,100.0,35.611691166369006,14.347507402085121,85.65249259791487,54.37155258160774,45.62844741839226
95,NCT OF DELHI,West,2543243,1961179,1093933,867246,109666,1809,699703,701512,874320,732598,141722,77.11331555812795,15.632804570698719,0.2578715688398773,99.74212843116013,34.37815419132187,16.20939701711044,83.79060298288957,55.77935517359711,44.220644826402896
96,NCT OF DELHI,South West,2292958,1787689,1025261,762428,94853,41179,606503,647682,795352,667977,127375,77.9643150899406,14.644995537933738,6.357904033152072,93.64209596684793,34.68672343758586,16.01492169504823,83.98507830495177,57.35119475479236,42.64880524520764
97,NCT OF DELHI,South,2731929,2078402,1185036,893366,111453,2918,728145,731063,924393,775592,148801,76.07818504800088,15.245334533412306,0.3991448069455027,99.6008551930545,33.836640703327205,16.097157810584893,83.90284218941511,57.01668878301695,42.98331121698305
98,RAJASTHAN,Ganganagar,1969168,1193343,710908,482435,6295,397697,164897,562594,912672,596320,316352,60.6013808877658,1.11892412645709,70.68987582519543,29.310124174804564,46.34810234576227,34.66217874548578,65.33782125451421,59.572813516315094,40.427186483684906
99,RAJASTHAN,Hanumangarh,1774692,1034136,624281,409855,3360,389059,108694,497753,835260,512802,322458,58.271294399253506,0.675033601002907,78.16306481327085,21.83693518672916,47.06506819211446,38.60570361324617,61.39429638675382,60.367398485305614,39.63260151469439
100,RAJASTHAN,Bikaner,2363937,1278801,782399,496402,7607,335754,196179,531933,986208,640572,345636,54.09623860534354,1.4300673205084098,63.119603408699966,36.88039659130003,41.718878294979945,35.04696777961647,64.95303222038353,61.182232419273994,38.817767580726006
101,RAJASTHAN,Churu,2039547,1149269,696729,452540,2577,344897,148996,493893,902829,541404,361425,56.34922852966859,0.5217729346234913,69.83233210432219,30.16766789567781,44.266153219317815,40.03249784842977,59.96750215157023,60.623665999866006,39.376334000134
102,RAJASTHAN,Jhunjhunun,2137045,1370360,815834,554526,4828,500452,150357,650809,894649,541392,353257,64.12405915645202,0.741845917926765,76.89690830950401,23.103091690495983,41.863835342727924,39.48554125696223,60.51445874303777,59.53428296214134,40.46571703785867
103,RAJASTHAN,Alwar,3674179,2182476,1359829,822647,9750,782294,212967,995261,1708542,994171,714371,59.40037216477477,0.9796425259303841,78.60189437745476,21.39810562254524,46.50132723528168,41.81173187431155,58.188268125688445,62.30671036015975,37.69328963984025
104,RAJASTHAN,Bharatpur,2548462,1480869,943910,536959,4179,479437,129697,609134,1071154,647198,423956,58.108341423179944,0.6860559417139742,78.70796901831125,21.292030981688757,42.03138991281801,39.57936953976739,60.4206304602326,63.74027682394594,36.25972317605406
105,RAJASTHAN,Dhaulpur,1206516,683098,435721,247377,1330,214670,58626,273296,523212,339110,184102,56.617400846735556,0.4866518353726363,78.54853345822845,21.45146654177156,43.36552519817391,35.18688409287249,64.81311590712751,63.786016062117,36.213983937883
106,RAJASTHAN,Karauli,1458248,805849,531904,273945,1059,305047,59308,364355,628726,371058,257668,55.26145072717398,0.29065060174829493,83.72246847168283,16.277531528317162,43.115162852957795,40.98255837996202,59.01744162003798,66.00541788846299,33.99458211153703
107,RAJASTHAN,Sawai Madhopur,1335551,741748,486184,255564,1887,282057,71264,353321,578068,343802,234266,55.53872521528568,0.5340752460227386,79.83023935741154,20.169760642588468,43.283109368343105,40.52568209968378,59.47431790031622,65.54571094226071,34.45428905773929
108,RAJASTHAN,Dausa,1634409,938051,596935,341116,1719,361084,59610,420694,684495,398151,286344,57.39389589753849,0.40861053402235353,85.8305561762231,14.169443823776904,41.88027598966966,41.83288409703504,58.16711590296496,63.63566586464915,36.36433413535085
