,State name,District name,Population,Literate,Male_Literate,Female_Literate,Households_with_Internet,Rural_Households,Urban_Households,Households,Workers,Male_Workers,Female_Workers,literacy_rate,internet_rate,rural_rate,urban_rate,activity_rate,female_activity,male_activity,male_literate,female_literate
109,RAJASTHAN,Jaipur,6626178,4300965,2554793,1746172,76565,754841,977838,1732679,2464893,1714947,749946,64.90868491610095,4.418879665535278,43.56496500505864,56.43503499494136,37.199317615675284,30.425093503044554,69.57490649695545,59.40046012929656,40.59953987070343
110,RAJASTHAN,Sikar,2677333,1652117,995275,656842,5647,527560,178274,705834,1006504,657854,348650,61.7075649536311,0.8000464698498513,74.74278654754517,25.257213452454824,37.593530576883786,34.63970336928616,65.36029663071383,60.24240413965839,39.75759586034161
111,RAJASTHAN,Nagaur,3307743,1758624,1102750,655874,4449,675712,166489,842201,1425882,857031,568851,53.16688751211929,0.5282586935897725,80.23167866103222,19.768321338967777,43.10739981915161,39.89467571650389,60.10532428349611,62.70527412340557,37.29472587659443
112,RAJASTHAN,Jodhpur,3687165,2031532,1265753,765779,19335,584215,307442,891657,1489741,965103,524638,55.09739867893083,2.16843472321756,65.52014956423827,34.47985043576173,40.40342648077859,35.21672559189819,64.7832744081018,62.30534394732645,37.69465605267355
113,RAJASTHAN,Jaisalmer,669919,308653,210415,98238,754,159117,30830,189947,288903,182565,106338,46.07318198170226,0.3969528342116485,83.76915665948923,16.230843340510773,43.1250643734541,36.80750978702194,63.19249021297806,68.17202489527074,31.827975104729262
114,RAJASTHAN,Barmer,2603751,1188322,783461,404861,2766,542825,55980,598805,1202482,696240,506242,45.63884949060029,0.4619199906480406,90.65138066649409,9.3486193335059,46.18268029469792,42.099757002599624,57.900242997400376,65.93002570010485,34.069974299895144
115,RAJASTHAN,Jalor,1828730,829582,543923,285659,1585,419216,48202,467418,896644,494906,401738,45.36383173021715,0.3390969111159604,89.68760295923563,10.312397040764369,49.030966845843835,44.804627031463994,55.195372968536006,65.565911507241,34.434088492759
116,RAJASTHAN,Sirohi,1036346,476806,309900,166906,2146,238535,69639,308174,419829,272196,147633,46.008379440843115,0.6963598486569276,77.4027010714726,22.59729892852739,40.51050517877234,35.165031477101394,64.8349685228986,64.9949874791844,35.00501252081559
117,RAJASTHAN,Pali,2037573,1085693,667381,418312,4043,512909,139808,652717,842327,523077,319250,53.28363695435697,0.6194108625943556,78.58060997338816,21.41939002661184,41.33972132532185,37.90095770407454,62.09904229592546,61.47050777706037,38.52949222293963
118,RAJASTHAN,Ajmer,2583052,1526673,926268,600405,13499,409335,274919,684254,1053722,686149,367573,59.10345591184382,1.9728054202094545,59.822083612225875,40.17791638777413,40.79368127316059,34.88329939016173,65.11670060983828,60.67232472179701,39.327675278202996
119,RAJASTHAN,Tonk,1421326,749659,478329,271330,1908,298911,81755,380666,649161,371848,277313,52.743635168849366,0.5012267972448288,78.52316729101102,21.476832708988983,45.67291388464012,42.718678417218534,57.281321582781466,63.80621055706661,36.19378944293339
120,RAJASTHAN,Bundi,1110906,585044,371705,213339,1392,239836,63452,303288,526091,314806,211285,52.66368171564471,0.4589696921737755,79.0786315317454,20.9213684682546,47.35693208966375,40.16130289246537,59.838697107534635,63.53453757324235,36.46546242675765
121,RAJASTHAN,Bhilwara,2408523,1256126,777582,478544,6207,530015,145865,675880,1148165,674589,473576,52.15337366510513,0.9183582884535716,78.4185062437119,21.581493756288097,47.67091698937482,41.24633654570554,58.75366345429446,61.90318487158135,38.09681512841865
122,RAJASTHAN,Rajsamand,1156597,619139,383334,235805,1989,304622,61054,365676,550831,319534,231297,53.53109164211908,0.5439241295573131,83.30379899145693,16.69620100854308,47.62514514562981,41.99055608707571,58.00944391292428,61.914045149796735,38.085954850203265
123,RAJASTHAN,Dungarpur,1388552,681591,415820,265771,1477,322816,31547,354363,641515,346624,294891,49.086458411352254,0.41680423746271483,91.09754686578452,8.90245313421548,46.200286341454984,45.967904102008525,54.032095897991475,61.00726095268276,38.99273904731723
124,RAJASTHAN,Banswara,1797485,829343,513854,315489,2324,390437,39407,429844,916574,482236,434338,46.13907765572453,0.5406612631559357,90.83225542289762,9.167744577102392,50.99202496821948,47.38711767953269,52.6128823204673,61.959165266964334,38.040834733035666
125,RAJASTHAN,Chittaurgarh,1544338,821825,514851,306974,4941,366780,88873,455653,802755,456632,346123,53.215358295917085,1.0843778050402388,80.49546475058872,19.504535249411283,51.98052498870066,43.116891205909646,56.883108794090354,62.6472789219116,37.3527210780884
126,RAJASTHAN,Kota,1951014,1298345,765396,532949,12843,203454,311735,515189,748811,534650,214161,66.5471903328218,2.4928715481114696,39.491138203649534,60.508861796350466,38.380606187346686,28.60014075647927,71.39985924352072,58.95166538939958,41.04833461060042
127,RAJASTHAN,Baran,1222755,693307,432607,260700,1363,249184,69804,318988,552583,329754,222829,56.70040196114512,0.42728880083263315,78.11704515530364,21.882954844696354,45.191636918270625,40.324982853254625,59.67501714674538,62.39761029385251,37.60238970614749
128,RAJASTHAN,Jhalawar,1411129,739792,466815,272977,1750,298624,63763,362387,685950,402825,283125,52.42554011716859,0.48290915512973703,82.4047220236929,17.5952779763071,48.610013684078496,41.27487426197245,58.72512573802755,63.100844561714645,36.899155438285355
129,RAJASTHAN,Udaipur,3068420,1582629,973444,609185,14211,665449,182769,848218,1365783,835839,529944,51.57797824287418,1.675394768797644,78.45259119707434,21.547408802925663,44.51095352005267,38.801478712211235,61.198521287788765,61.50803504801189,38.491964951988116
130,RAJASTHAN,Pratapgarh,867848,401515,250122,151393,716,209813,24269,234082,481294,251691,229603,46.26559028770015,0.305875718765219,89.63226561632248,10.367734383677513,55.45832910832311,47.705352653471685,52.29464734652832,62.294559356437496,37.705440643562504
131,UTTAR PRADESH,Saharanpur,3466382,2077108,1220114,856994,9699,605082,284156,889238,1037344,911136,126208,59.92149739988264,1.0907091239915523,68.04500032612192,31.95499967387808,29.925841987409353,12.166455871919055,87.83354412808094,58.740999505081106,41.259000494918894
132,UTTAR PRADESH,Muzaffarnagar,4143512,2417339,1448528,968811,10077,673746,296104,969850,1291644,1081569,210075,58.34034027173084,1.0390266536062278,69.46909315873589,30.53090684126411,31.172686358818318,16.26415637745385,83.73584362254614,59.92241882499724,40.07758117500276
133,UTTAR PRADESH,Bijnor,3682713,2135393,1241471,893922,7303,683875,224648,908523,1088036,921497,166539,57.984236078130444,0.8038321539465704,75.27327321377665,24.726726786223356,29.544414674724855,15.306386921020994,84.693613078979,58.13782287382229,41.86217712617771
134,UTTAR PRADESH,Moradabad,4772006,2263848,1357435,906413,11690,692398,355518,1047916,1417811,1193439,224372,47.44017505426439,1.1155474293741101,66.07380744258128,33.92619255741872,29.711006230922592,15.825240458707118,84.17475954129287,59.96140200225457,40.038597997745434
135,UTTAR PRADESH,Rampur,2335819,1043666,630408,413258,3847,396775,143217,539992,737261,609693,127568,44.68094488485623,0.7124179617475814,73.47794041393206,26.522059586067943,31.563276092882198,17.30296326538363,82.69703673461638,60.40323245176139,39.59676754823862
136,UTTAR PRADESH,Jyotiba Phule Nagar,1840221,983110,600541,382569,2825,335888,115486,451374,599089,459037,140052,53.42347468048675,0.6258667978217619,74.41456530504637,25.58543469495363,32.55527461103856,23.377494829649685,76.62250517035032,61.08583983480994,38.91416016519006
137,UTTAR PRADESH,Meerut,3443689,2141488,1254520,886968,23717,381520,422303,803823,1090539,898810,191729,62.18587102377712,2.950525177806557,47.46318530323218,52.53681469676782,31.667755131197968,17.58112272921922,82.41887727078078,58.58169646526154,41.41830353473846
138,UTTAR PRADESH,Baghpat,1303048,797970,489858,308112,2989,246055,69991,316046,416695,342604,74091,61.23872643218055,0.9457484037133834,77.85417312669675,22.145826873303253,31.978484292213334,17.780630917097636,82.21936908290236,61.38802210609421,38.61197789390579
139,UTTAR PRADESH,Ghaziabad,4681645,3123264,1811397,1311867,78116,355407,836316,1191723,1520538,1231615,288923,66.71296093573946,6.554878944184177,29.822953824001047,70.17704617599895,32.47871207663118,19.001366621551057,80.99863337844894,57.99692245035962,42.00307754964038
140,UTTAR PRADESH,Gautam Buddha Nagar,1648115,1122947,666065,456882,53181,170835,338935,509770,569109,443384,125725,68.13523328165813,10.432351844949682,33.512172156070385,66.48782784392961,34.53090348671057,22.091550124844275,77.90844987515572,59.314019272503515,40.68598072749649
141,UTTAR PRADESH,Bulandshahr,3499171,2031656,1253314,778342,7865,658449,221628,880077,1173260,897815,275445,58.0610664640282,0.8936718037171748,74.81720349469421,25.182796505305788,33.52965602424117,23.476893442203774,76.52310655779623,61.689282043810564,38.310717956189436
142,UTTAR PRADESH,Aligarh,3673889,2092567,1283380,809187,13634,582117,275942,858059,1174361,929337,245024,56.957817723943215,1.588935026612389,67.84113912912748,32.158860870872516,31.96506481279102,20.864453094065624,79.13554690593438,61.33041379320232,38.66958620679768
143,UTTAR PRADESH,Mahamaya Nagar,1564708,942572,579157,363415,3087,288150,84883,373033,484115,398126,85989,60.23948238265542,0.8275407269598132,77.2451767001847,22.754823299815296,30.939638577932755,17.76210197990147,82.23789802009853,61.44432467758432,38.55567532241569
144,UTTAR PRADESH,Mathura,2547184,1507746,943346,564400,8726,407488,177802,585290,840939,635142,205797,59.19266138606398,1.490884860496506,69.62155512651847,30.37844487348152,33.0144583194618,24.47228633705893,75.52771366294107,62.56663920846084,37.43336079153916
145,UTTAR PRADESH,Agra,4418797,2680510,1614594,1065916,27183,496971,406852,903823,1389844,1119701,270143,60.66153299189803,3.0075578957384352,54.98543409495,45.01456590504999,31.45299501199082,19.436929612244253,80.56307038775576,60.23458222502435,39.76541777497566
146,UTTAR PRADESH,Firozabad,2498156,1521806,912314,609492,5834,349747,185621,535368,761521,621840,139681,60.91717250644075,1.0897177268719833,65.32833490234754,34.67166509765246,30.48332450015131,18.342370072525902,81.65762992747409,59.94942850797014,40.05057149202986
147,UTTAR PRADESH,Mainpuri,1868529,1203885,712110,491775,2642,338475,72783,411258,560840,466067,94773,64.42955929503904,0.6424191140354717,82.3023503494157,17.697649650584303,30.01505462318219,16.898402396405395,83.10159760359461,59.150998641896855,40.849001358103145
148,UTTAR PRADESH,Budaun,3681896,1547477,986501,560976,3634,710956,156668,867624,1107343,939616,167727,42.02935118210835,0.41884502964417764,81.94286926133901,18.057130738660987,30.075347049454955,15.146797333798109,84.8532026662019,63.74899271523906,36.25100728476094
149,UTTAR PRADESH,Bareilly,4448359,2191759,1342697,849062,15164,631613,362798,994411,1401971,1153006,248965,49.271180675840235,1.5249227934928313,63.516292559112884,36.48370744088712,31.516588476784364,17.75821325833416,82.24178674166585,61.26116055642979,38.738839443570214
150,UTTAR PRADESH,Pilibhit,2031007,1061095,654290,406805,2870,371752,89638,461390,618605,534939,83666,52.24477315932441,0.6220334207503414,80.5721840525369,19.427815947463102,30.45804371919939,13.524947260368087,86.47505273963192,61.661773922221855,38.338226077778145
151,UTTAR PRADESH,Shahjahanpur,3006538,1490930,915142,575788,3889,520289,134714,655003,892214,783313,108901,49.589594410581206,0.5937377386057774,79.43307129891008,20.566928701089918,29.675793221306368,12.205704012714438,87.79429598728557,61.38061478406096,38.61938521593905
152,UTTAR PRADESH,Kheri,4021243,2034044,1237157,796887,3402,754938,107672,862610,1264718,1058483,206235,50.58246915195127,0.3943844842976548,87.51788177739651,12.482118222603495,31.450922015904037,16.3067972465008,83.6932027534992,60.82252891284554,39.17747108715446
153,UTTAR PRADESH,Sitapur,4483992,2283733,1397702,886031,3874,827583,111319,938902,1422602,1171252,251350,50.93080005495103,0.4126096227295288,88.14370402874847,11.856295971251525,31.726238583833332,17.668328879054016,82.33167112094598,61.20251360382321,38.79748639617679
154,UTTAR PRADESH,Hardoi,4092845,2221601,1374587,847014,3845,786613,121064,907677,1318946,1091952,226994,54.28011566526463,0.4236088388270277,86.66221574414688,13.337784255853128,32.22565232741528,17.21025728119271,82.78974271880729,61.87371179613261,38.12628820386739
155,UTTAR PRADESH,Unnao,3108367,1773584,1053063,720521,3476,596317,121039,717356,1124744,851014,273730,57.05838467594078,0.48455717941998117,83.12706661685412,16.872933383145885,36.18440164884005,24.337093596409495,75.6629064035905,59.37485904248121,40.62514095751879
156,UTTAR PRADESH,Lucknow,4589838,3127260,1742440,1384820,68506,344155,717566,1061721,1542806,1226399,316407,68.13443088841044,6.452354243723163,32.41482461023188,67.58517538976812,33.613517514125775,20.508540931264204,79.4914590687358,55.7177848979618,44.28221510203821
157,UTTAR PRADESH,Rae Bareli,3405559,1965843,1165965,799878,5184,705025,73393,778418,1204710,867393,337317,57.72453215463306,0.66596610047558,90.57151813036184,9.428481869638164,35.3748092457068,27.99985058644819,72.00014941355181,59.31119626541895,40.68880373458104
158,UTTAR PRADESH,Farrukhabad,1885204,1092677,654827,437850,2624,316647,94843,411490,592267,494545,97722,57.96067693469779,0.6376825682276605,76.95132323993292,23.048676760067075,31.416600007214075,16.499653028110632,83.50034697188937,59.928688898915226,40.07131110108477
159,UTTAR PRADESH,Kannauj,1656616,1017087,603596,413491,2488,299785,65985,365770,524676,430934,93742,61.3954591770211,0.6802088744292861,81.95997484758182,18.04002515241819,31.671552127952403,17.86664532015949,82.13335467984051,59.34556237568665,40.65443762431335
160,UTTAR PRADESH,Etawah,1581810,1062003,623583,438420,2964,265643,85483,351126,506072,413713,92359,67.13846795759288,0.8441414193195604,75.65460831724225,24.345391682757757,31.99322295345206,18.250169936293652,81.74983006370636,58.7176307411561,41.28236925884391
161,UTTAR PRADESH,Auraiya,1379545,930836,546198,384638,2404,255836,58438,314274,442023,364543,77480,67.47413096346983,0.7649376022197192,81.40539783755575,18.594602162444236,32.041216488044974,17.528499648208353,82.47150035179165,58.67822043840161,41.32177956159839
162,UTTAR PRADESH,Kanpur Dehat,1796184,1170243,692964,477279,2682,363933,41323,405256,628864,493991,134873,65.15162143744739,0.6618038967960992,89.80323548571766,10.19676451428233,35.011112447277114,21.447085538367595,78.55291446163241,59.21539372591846,40.78460627408154
163,UTTAR PRADESH,Kanpur Nagar,4581268,3243022,1829179,1413843,33966,364869,684906,1049775,1572232,1299871,272361,70.78874233072591,3.2355504751018076,34.75687647353004,65.24312352646996,34.31870827028674,17.323206753201816,82.67679324679818,56.403533494376546,43.59646650562346
164,UTTAR PRADESH,Jalaun,1689974,1075196,653430,421766,2217,304856,91565,396421,620764,470969,149795,63.622043889432625,0.5592539244893686,76.90208137308568,23.097918626914314,36.73216274333215,24.130748561450083,75.86925143854991,60.77310555470816,39.22689444529184
165,UTTAR PRADESH,Jhansi,1998603,1304513,783705,520808,8517,309592,195321,504913,814914,565357,249557,65.27124196251081,1.6868252550439382,61.3159098696211,38.6840901303789,40.77418076526454,30.6237222578088,69.3762777421912,60.07644231985423,39.92355768014577
166,UTTAR PRADESH,Lalitpur,1221592,641191,397586,243605,1079,258013,43819,301832,503351,326783,176568,52.48814661523651,0.3574836332794402,85.48232129131438,14.517678708685628,41.20451018015835,35.07850386708281,64.92149613291718,62.00742056579085,37.99257943420915
167,UTTAR PRADESH,Hamirpur,1104285,653299,408125,245174,1196,256081,55300,311381,443655,308527,135128,59.16036168199332,0.38409536869622746,82.24040644740688,17.759593552593124,40.17576984202448,30.457900846378376,69.54209915362162,62.47139518046101,37.528604819538984
168,UTTAR PRADESH,Mahoba,875958,488106,302283,185823,1316,198298,48525,246823,349676,237153,112523,55.72253464207188,0.5331755954671972,80.34016278871904,19.65983721128096,39.91926553556221,32.179217332616474,67.82078266738351,61.92978574326069,38.07021425673931
169,UTTAR PRADESH,Banda,1799410,1002937,630626,372311,1655,378056,67569,445625,701689,485314,216375,55.73699156945888,0.37138849929873774,84.8372510518934,15.162748948106591,38.995504081893515,30.83631067324698,69.16368932675302,62.877927526853625,37.12207247314637
170,UTTAR PRADESH,Chitrakoot,991730,531072,330339,200733,827,207237,23558,230795,394197,254977,139220,53.55005898782935,0.35832665352368986,89.79267315149808,10.207326848501918,39.74841942867514,35.317366697361976,64.68263330263802,62.20230025307303,37.79769974692697
171,UTTAR PRADESH,Fatehpur,2632733,1512166,911003,601163,3385,558807,77733,636540,1063929,713736,350193,57.437119525603244,0.5317811920696265,87.78819869921765,12.211801300782355,40.411579905748134,32.91507234035354,67.08492765964647,60.24490697449883,39.75509302550117
172,UTTAR PRADESH,Pratapgarh,3209141,1931559,1121381,810178,5149,711085,41701,752786,1066601,704569,362032,60.18928429757371,0.6839925290852912,94.4604442696862,5.539555730313794,33.23633956875064,33.94258959067167,66.05741040932833,58.05574667923682,41.944253320763174
173,UTTAR PRADESH,Kaushambi,1599596,813424,507279,306145,1503,349856,30764,380620,639086,402644,236442,50.851840089622634,0.3948820345751668,91.91739792969365,8.082602070306342,39.9529631231886,36.99689869595015,63.00310130404985,62.36341686500522,37.63658313499479
174,UTTAR PRADESH,Allahabad,5954391,3665727,2199340,1466387,24122,983266,265304,1248570,2111907,1426110,685797,61.56342437035123,1.9319701738789175,78.75137156907502,21.248628430924978,35.468060461598846,32.472878777332525,67.52712122266747,59.99737569109757,40.00262430890243
175,UTTAR PRADESH,Bara Banki,3260699,1692458,1010518,681940,3159,635840,79068,714908,1192850,871241,321609,51.90476029832867,0.44187503846648796,88.94011537148836,11.05988462851164,36.58264684964788,26.961394978413043,73.03860502158696,59.707124194514726,40.29287580548528
176,UTTAR PRADESH,Faizabad,2470996,1450901,838339,612562,4746,510378,79288,589666,831209,597888,233321,58.71725409510983,0.8048624136375507,86.5537439838824,13.4462560161176,33.638621835081885,28.070076238346793,71.9299237616532,57.780579102226824,42.219420897773176
177,UTTAR PRADESH,Ambedkar Nagar,2397888,1486939,846676,640263,2509,501559,65031,566590,787398,547406,239992,62.010360784156724,0.442824617448243,88.52238832312607,11.47761167687393,32.837146689086396,30.479122375215585,69.52087762478442,56.94086980030788,43.05913019969212
178,UTTAR PRADESH,Sultanpur,3797117,2239902,1300248,939654,5956,839737,49891,889628,1242632,869838,372794,58.9895439092343,0.6694933163074903,94.39192561385208,5.608074386147918,32.72567055479196,30.000354087131186,69.99964591286881,58.04932537227076,41.95067462772925
179,UTTAR PRADESH,Bahraich,3487731,1398368,878285,520083,2681,698520,61742,760262,1152160,895576,256584,40.09391779354543,0.35264158934683043,91.87885229039463,8.121147709605372,33.03465777607275,22.269823635606166,77.73017636439383,62.807858875489146,37.192141124510854
180,UTTAR PRADESH,Shrawasti,1117361,423313,276700,146613,624,248770,8504,257274,403755,293981,109774,37.885070268248136,0.2425429697520931,96.69457465581442,3.3054253441855765,36.13469594875783,27.18827011430199,72.811729885698,65.36534431968781,34.63465568031221
181,UTTAR PRADESH,Balrampur,2148665,868357,544943,323414,1551,410070,35768,445838,760253,534332,225921,40.413791819571685,0.3478842090624846,91.97735500338689,8.022644996613119,35.382574761537974,29.71655488370319,70.28344511629682,62.755640825144496,37.244359174855504
182,UTTAR PRADESH,Gonda,3433919,1679994,1034181,645813,4313,673578,52794,726372,1170552,855848,314704,48.92351858037421,0.593772887721443,92.73182336323536,7.2681766367646325,34.0879327671969,26.885093528523296,73.1149064714767,61.55861270933111,38.44138729066889
183,UTTAR PRADESH,Siddharthnagar,2559297,1228926,740718,488208,2434,480165,33348,513513,878898,583633,295265,48.018108097653375,0.47398994767415814,93.50590929538298,6.49409070461702,34.341383590884526,33.594910899785866,66.40508910021413,60.273604757324684,39.72639524267531
184,UTTAR PRADESH,Basti,2464464,1393783,819719,574064,3423,513960,31065,545025,783688,558642,225046,56.55521849781535,0.6280445851107748,94.30026145589652,5.699738544103481,31.799531257100938,28.7162748440706,71.2837251559294,58.812526770666594,41.187473229333406
185,UTTAR PRADESH,Sant Kabir Nagar,1715183,954949,567098,387851,2031,324972,27179,352151,539469,383482,155987,55.67621647369406,0.5767412274848006,92.28200402668175,7.717995973318264,31.452562204732672,28.914914480720853,71.08508551927915,59.38516088293721,40.61483911706279
186,UTTAR PRADESH,Mahrajganj,2684703,1419144,881674,537470,2694,573046,34033,607079,994253,659465,334788,52.86037226464156,0.44376432062383975,94.39397508396765,5.606024916032345,37.03400338882923,33.67231479311604,66.32768520688396,62.127169617741394,37.8728303822586
187,UTTAR PRADESH,Gorakhpur,4440895,2700328,1593890,1106438,14597,761958,189170,951128,1351629,1016876,334753,60.805941144746726,1.5347040566569379,80.1109840105643,19.889015989435702,30.435959418090274,24.766633447491877,75.23336655250812,59.025792422253886,40.974207577746114
188,UTTAR PRADESH,Kushinagar,3564544,1954820,1183722,771098,3486,742324,42775,785099,1116973,804857,312116,54.84067527291009,0.444020435639327,94.5516425317062,5.448357468293807,31.33564910406492,27.94302100408873,72.05697899591127,60.55401520344584,39.44598479655416
189,UTTAR PRADESH,Deoria,3100946,1875239,1079288,795951,4469,597778,67928,665706,876246,639073,237173,60.47312658782191,0.6713173683277603,89.79609617458757,10.20390382541242,28.257376942391126,27.066942388324737,72.93305761167525,57.554690362135176,42.445309637864824
190,UTTAR PRADESH,Azamgarh,4613913,2771917,1559414,1212503,6652,891024,80434,971458,1372032,941890,430142,60.077357332051996,0.6847439621682049,91.72028023856925,8.279719761430757,29.736841591941594,31.350726513667322,68.64927348633269,56.25760078674794,43.74239921325206
191,UTTAR PRADESH,Mau,2205968,1363044,773082,589962,2656,352207,99321,451528,696747,475413,221334,61.788928941852284,0.5882248719902199,78.00335748835067,21.996642511649334,31.584637673801254,31.76676756412299,68.23323243587701,56.71731800294047,43.28268199705953
192,UTTAR PRADESH,Ballia,3239774,1963590,1160960,802630,4672,564927,64454,629381,1019483,723060,296423,60.608857284489595,0.7423166571599715,89.7591443021,10.2408556979,31.467719661927035,29.075815879225058,70.92418412077495,59.124358954771616,40.875641045228384
193,UTTAR PRADESH,Jaunpur,4494204,2731677,1565394,1166283,8002,926088,80582,1006670,1437375,934157,503218,60.782220833767234,0.7948980301389731,91.99519206890044,8.004807931099565,31.982860591108015,35.00951387077137,64.99048612922863,57.30523777152277,42.69476222847723
194,UTTAR PRADESH,Ghazipur,3620268,2197549,1293553,903996,5309,700173,61467,761640,1204602,808700,395902,60.70127957377741,0.6970484743448347,91.92965180400189,8.07034819599811,33.273834975753175,32.86579301711271,67.13420698288729,58.863442862935024,41.136557137064976
195,UTTAR PRADESH,Chandauli,1952756,1174606,699454,475152,3492,344937,50822,395759,652543,462971,189572,60.15119144429719,0.8823551706973184,87.15834636735993,12.841653632640066,33.41651491532993,29.051265587095408,70.94873441290459,59.547967573807725,40.452032426192275
196,UTTAR PRADESH,Varanasi,3676841,2403903,1389116,1014787,19214,438935,316129,755064,1220708,921234,299474,65.37957447711229,2.5446849538582157,58.13215833359821,41.86784166640179,33.19991264240145,24.532812105761575,75.46718789423844,57.78585908000448,42.21414091999552
197,UTTAR PRADESH,Sant Ravidas Nagar (Bhadohi),1578213,910146,546782,363364,2896,293510,45997,339507,470608,343155,127453,57.669402038888286,0.8530015581416583,86.45182573555185,13.548174264448157,29.819042169846526,27.08262502974875,72.91737497025125,60.07629545149899,39.92370454850101
198,UTTAR PRADESH,Mirzapur,2496970,1428683,865837,562846,4447,465152,77963,543115,881996,613061,268935,57.216666599919094,0.8187952827670014,85.64521326054336,14.354786739456655,35.32265105307633,30.49163488269788,69.50836511730212,60.60385683878089,39.39614316121911
199,UTTAR PRADESH,Sonbhadra,1862559,985708,601988,383720,5149,337048,91040,428088,730399,463611,266788,52.92224300008751,1.2027900805441871,78.7333445459812,21.2666554540188,39.21481145026815,36.526336974722035,63.47366302527796,61.07163581912695,38.92836418087304
200,UTTAR PRADESH,Etah,1774480,1055202,647042,408160,2635,334246,67752,401998,545984,440244,105740,59.4654208556873,0.6554758978900392,83.1461848068896,16.853815193110414,30.768675893782966,19.366867893564645,80.63313210643535,61.319254512406154,38.680745487593846
201,UTTAR PRADESH,Kanshiram Nagar,1436719,724850,452803,272047,1623,271234,72490,343724,472765,375213,97552,50.45175848582778,0.4721811686120259,78.91040485971303,21.089595140286974,32.90587790653566,20.63435321988726,79.36564678011274,62.468510726357174,37.53148927364282
202,BIHAR,Pashchim Champaran,3935042,1759481,1091226,668255,3495,839514,96620,936134,1478947,999282,479665,44.713144103671574,0.3733439870787729,89.67882803102974,10.321171968970253,37.58402070422628,32.43287284804662,67.56712715195339,62.019766056013104,37.98023394398689
203,BIHAR,Purba Champaran,5099371,2276957,1407603,869354,7719,1142260,101565,1243825,1737539,1260774,476765,44.65172273207813,0.6205856933250257,91.8344622434828,8.165537756517196,34.07359456685932,27.43909633107516,72.56090366892484,61.81948100029996,38.180518999700034
204,BIHAR,Sheohar,656246,283698,171645,112053,478,158484,7516,166000,216372,166693,49679,43.23043492836528,0.28795180722891567,95.47228915662652,4.527710843373494,32.97117239571746,22.959994823729502,77.0400051762705,60.50271767865829,39.49728232134171
205,BIHAR,Sitamarhi,3423574,1436794,885188,551606,3460,807294,49670,856964,1114583,865929,248654,41.96766303284229,0.40375091602447716,94.2039572257411,5.796042774258895,32.55612409721537,22.30915059712915,77.69084940287085,61.60855348783472,38.39144651216528
206,BIHAR,Madhubani,4487379,2155338,1340085,815253,5319,1047552,41234,1088786,1636938,1105947,530991,48.03111125670464,0.48852575253539265,96.21284623424621,3.787153765753785,36.478710623729356,32.438064239451954,67.56193576054805,62.175166957572316,37.824833042427684
207,BIHAR,Supaul,2229076,1033283,647672,385611,1845,572287,27815,600102,877682,551718,325964,46.35476762568885,0.30744773388523955,95.36495462438053,4.635045375619478,39.37425193219074,37.139191643442615,62.860808356557385,62.68098865460866,37.31901134539134
208,BIHAR,Araria,2811569,1195768,727643,468125,2561,659061,44213,703274,1069893,708391,361502,42.530274021373835,0.36415394284446745,93.71326111871049,6.286738881289512,38.05323646689802,33.78861250611042,66.21138749388957,60.85151969278322,39.14848030721678
209,BIHAR,Kishanganj,1690400,745056,439921,305135,1093,401793,43357,445150,529064,421192,107872,44.07572172266919,0.24553521284960125,90.26013703246096,9.73986296753903,31.29815428300994,20.389215671449957,79.61078432855004,59.045360348752304,40.954639651247696
210,BIHAR,Purnia,3264619,1332326,805261,527065,4170,712847,85749,798596,1143318,803275,340043,40.81107167482637,0.5221664020355724,89.26253074145126,10.737469258548753,35.02148336452125,29.741769131597685,70.25823086840232,60.44023759950643,39.559762400493575
211,BIHAR,Katihar,3071029,1280190,762256,517934,2941,668232,69838,738070,1013566,760522,253044,41.68602771253544,0.3984716896771309,90.53775387158399,9.462246128416004,33.004116861156305,24.965715108833564,75.03428489116644,59.542411673267246,40.457588326732754
212,BIHAR,Madhepura,2001762,834577,517666,316911,1397,486278,24000,510278,777546,496046,281500,41.692119242946966,0.27377233586398003,95.29668141679633,4.703318583203665,38.84307924718323,36.20364582931428,63.79635417068572,62.02735038228947,37.97264961771053
213,BIHAR,Saharsa,1900661,804996,506374,298622,1668,432651,38046,470697,649898,456724,193174,42.35347597493714,0.3543680966736563,91.91709316184297,8.082906838157031,34.19326223876851,29.723741264013736,70.27625873598626,62.90391505050956,37.09608494949043
214,BIHAR,Darbhanga,3937385,1816634,1125566,691068,6280,907174,95539,1002713,1223640,947927,275713,46.138084032930486,0.6263008458053302,90.47194960073321,9.528050399266789,31.07747908827813,22.532199012781536,77.46780098721845,61.95887559079044,38.04112440920956
215,BIHAR,Muzaffarpur,4801062,2509232,1487117,1022115,10290,998694,120700,1119394,1547586,1195308,352278,52.264103233826184,0.9192473784922914,89.21738011817109,10.782619881828918,32.23424317369782,22.763064540516652,77.23693545948335,59.265823168204456,40.734176831795544
216,BIHAR,Gopalganj,2562012,1382998,793905,589093,3707,515925,38133,554058,728201,539586,188615,53.98093373489273,0.6690635276451201,93.11750755336084,6.88249244663916,28.42301285083754,25.901502469785125,74.09849753021487,57.40463832919498,42.59536167080502
217,BIHAR,Siwan,3330464,1930175,1115906,814269,3834,632514,41858,674372,932416,730396,202020,57.95513778260326,0.568528942482784,93.79304004318092,6.206959956819085,27.996579455595377,21.666294872674857,78.33370512732513,57.813721553745125,42.186278446254875
